orderid,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country
US-2023-134306-7924,7/8/2022,7/12/2022,Tamara Dahlen,Binney & Smith,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Consumer,Office Supplies,Art,E,1852,lowell,state of massachusetts,United States
US-2023-134306-7925,7/8/2022,7/12/2022,Tamara Dahlen,Easy-staple paper,Easy-staple paper,Consumer,Office Supplies,Paper,E,1852,lowell,state of massachusetts,United States
US-2023-138464-7926,7/8/2022,7/12/2022,Vicky Freymann,Other,"Master Big Foot Doorstop, Beige",Home Office,Furniture,Furnishings,W,98115,seattle,state of washington,United States
US-2023-138464-7927,7/8/2022,7/12/2022,Vicky Freymann,Zebra,Zebra Zazzle Fluorescent Highlighters,Home Office,Office Supplies,Art,W,98115,seattle,state of washington,United States
US-2023-138464-7928,7/8/2022,7/12/2022,Vicky Freymann,Crayola,Crayola Colored Pencils,Home Office,Office Supplies,Art,W,98115,seattle,state of washington,United States
US-2023-138464-7929,7/8/2022,7/12/2022,Vicky Freymann,GBC,GBC VeloBinder Manual Binding System,Home Office,Office Supplies,Binders,W,98115,seattle,state of washington,United States
US-2023-140480-7930,7/8/2022,7/12/2022,Harold Engle,Tensor,Tensor Track Tree Floor Lamp,Corporate,Furniture,Furnishings,E,19711,newark,state of delaware,United States
US-2023-140480-7931,7/8/2022,7/12/2022,Harold Engle,Other,36X48 HARDFLOOR CHAIRMAT,Corporate,Furniture,Furnishings,E,19711,newark,state of delaware,United States
US-2023-140480-7932,7/8/2022,7/12/2022,Harold Engle,Newell,Newell 325,Corporate,Office Supplies,Art,E,19711,newark,state of delaware,United States
US-2023-140480-7933,7/8/2022,7/12/2022,Harold Engle,Hunt,Hunt Boston Vacuum Mount KS Pencil Sharpener,Corporate,Office Supplies,Art,E,19711,newark,state of delaware,United States
US-2023-140480-7934,7/8/2022,7/12/2022,Harold Engle,Maxell,Maxell 4.7GB DVD-R,Corporate,Technology,Accessories,E,19711,newark,state of delaware,United States
US-2023-150189-7935,7/8/2022,7/10/2022,Vivek Gonzalez,Avery,Avery 485,Consumer,Office Supplies,Labels,W,94403,san mateo,state of california,United States
US-2023-100209-7936,7/9/2022,7/15/2022,Tamara Dahlen,Wilson Jones,Wilson Jones Easy Flow II Sheet Lifters,Consumer,Office Supplies,Binders,W,97206,portland,state of oregon,United States
US-2023-115651-7937,7/9/2022,7/12/2022,Noel Staavos,Belkin,Belkin F9S820V06 8 Outlet Surge,Corporate,Office Supplies,Appliances,C,60610,chicago,state of illinois,United States
US-2023-115651-7938,7/9/2022,7/12/2022,Noel Staavos,Quartet,"Quartet Alpha White Chalk, 12/Pack",Corporate,Office Supplies,Art,C,60610,chicago,state of illinois,United States
US-2023-121083-7939,7/9/2022,7/15/2022,Jamie Frazer,Other,Prismacolor Color Pencil Set,Consumer,Office Supplies,Art,E,6040,manchester,state of connecticut,United States
US-2023-121083-7940,7/9/2022,7/15/2022,Jamie Frazer,Xerox,Xerox 1914,Consumer,Office Supplies,Paper,E,6040,manchester,state of connecticut,United States
US-2023-121083-7941,7/9/2022,7/15/2022,Jamie Frazer,Tennsco,Tennsco Industrial Shelving,Consumer,Office Supplies,Storage,E,6040,manchester,state of connecticut,United States
US-2023-121083-7942,7/9/2022,7/15/2022,Jamie Frazer,Other,Digium D40 VoIP phone,Consumer,Technology,Phones,E,6040,manchester,state of connecticut,United States
US-2023-132122-7943,7/9/2022,7/14/2022,John Huston,Other,Recycled Steel Personal File for Hanging File Folders,Consumer,Office Supplies,Storage,C,60610,chicago,state of illinois,United States
US-2023-145128-7944,7/9/2022,7/14/2022,Sean Miller,Eldon,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Home Office,Furniture,Furnishings,C,47905,lafayette,state of indiana,United States
US-2023-127460-7945,7/10/2022,7/14/2022,Frank Gastineau,Fellowes,"Fellowes Mobile File Cart, Black",Home Office,Office Supplies,Storage,C,60505,aurora,state of illinois,United States
US-2023-128629-7946,7/10/2022,7/14/2022,Becky Pak,Eldon,"Eldon 200 Class Desk Accessories, Smoke",Consumer,Furniture,Furnishings,S,31907,columbus,state of georgia,United States
US-2023-169012-7947,7/10/2022,7/14/2022,Beth Fritzler,Belkin,Belkin 7-Outlet SurgeMaster Home Series,Corporate,Office Supplies,Appliances,S,31907,columbus,state of georgia,United States
US-2023-127656-7948,7/11/2022,7/17/2022,Natalie Webber,Staples in misc. colors,Staples in misc. colors,Consumer,Office Supplies,Art,C,50701,waterloo,state of iowa,United States
US-2023-136623-7949,7/11/2022,7/16/2022,Tom Stivers,Acco,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Corporate,Office Supplies,Binders,W,92105,san diego,state of california,United States
US-2023-136623-7950,7/11/2022,7/16/2022,Tom Stivers,Belkin,Belkin iPhone and iPad Lightning Cable,Corporate,Technology,Phones,W,92105,san diego,state of california,United States
US-2023-156818-7951,7/11/2022,7/13/2022,Joy Daniels,SanDisk,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Consumer,Technology,Accessories,E,10009,new york city,state of new york,United States
US-2023-162015-7952,7/11/2022,7/18/2022,Karen Bern,Fellowes,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Corporate,Office Supplies,Appliances,W,90049,los angeles,state of california,United States
US-2023-162015-7953,7/11/2022,7/18/2022,Karen Bern,Logitech,Logitech P710e Mobile Speakerphone,Corporate,Technology,Accessories,W,90049,los angeles,state of california,United States
US-2023-164959-7954,7/11/2022,7/15/2022,Katherine Nockton,Avery,Avery 482,Corporate,Office Supplies,Labels,W,90004,los angeles,state of california,United States
US-2023-106047-7955,7/12/2022,7/18/2022,Cari Schnelling,Wirebound,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Consumer,Office Supplies,Paper,E,45014,fairfield,state of ohio,United States
US-2023-102155-7956,7/13/2022,7/17/2022,Rick Reed,Strathmore,Strathmore Photo Mount Cards,Corporate,Office Supplies,Paper,C,66212,overland park,state of kansas,United States
US-2023-102155-7957,7/13/2022,7/17/2022,Rick Reed,Standard,Standard Rollaway File with Lock,Corporate,Office Supplies,Storage,C,66212,overland park,state of kansas,United States
US-2023-136364-7958,7/13/2022,7/17/2022,Mark Hamilton,Nu-Dell,Nu-Dell Executive Frame,Consumer,Furniture,Furnishings,E,19140,philadelphia,state of pennsylvania,United States
US-2023-136364-7959,7/13/2022,7/17/2022,Mark Hamilton,Cisco,Cisco SPA508G,Consumer,Technology,Phones,E,19140,philadelphia,state of pennsylvania,United States
US-2023-121048-7960,7/14/2022,7/18/2022,Toby Carlisle,Eldon,"Eldon 200 Class Desk Accessories, Burgundy",Consumer,Furniture,Furnishings,W,92683,westminster,state of california,United States
US-2023-121048-7961,7/14/2022,7/18/2022,Toby Carlisle,Deflect-o,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Consumer,Furniture,Furnishings,W,92683,westminster,state of california,United States
US-2023-121048-7962,7/14/2022,7/18/2022,Toby Carlisle,Boston,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Consumer,Office Supplies,Art,W,92683,westminster,state of california,United States
US-2023-121048-7963,7/14/2022,7/18/2022,Toby Carlisle,Acco,Acco Suede Grain Vinyl Round Ring Binder,Consumer,Office Supplies,Binders,W,92683,westminster,state of california,United States
US-2023-121048-7964,7/14/2022,7/18/2022,Toby Carlisle,OIC,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Consumer,Office Supplies,Fasteners,W,92683,westminster,state of california,United States
US-2023-121048-7965,7/14/2022,7/18/2022,Toby Carlisle,Sony,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Consumer,Technology,Accessories,W,92683,westminster,state of california,United States
US-2023-121048-7966,7/14/2022,7/18/2022,Toby Carlisle,GE,GE 30524EE4,Consumer,Technology,Phones,W,92683,westminster,state of california,United States
US-2023-161935-7967,7/14/2022,7/18/2022,John Lee,GE,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Consumer,Furniture,Furnishings,E,43229,columbus,state of ohio,United States
US-2023-161935-7968,7/14/2022,7/18/2022,John Lee,Crayola,Crayola Colored Pencils,Consumer,Office Supplies,Art,E,43229,columbus,state of ohio,United States
US-2023-161935-7969,7/14/2022,7/18/2022,John Lee,Xerox,Xerox 1950,Consumer,Office Supplies,Paper,E,43229,columbus,state of ohio,United States
US-2023-161935-7970,7/14/2022,7/18/2022,John Lee,SAFCO,"SAFCO Mobile Desk Side File, Wire Frame",Consumer,Office Supplies,Storage,E,43229,columbus,state of ohio,United States
US-2023-161935-7971,7/14/2022,7/18/2022,John Lee,Tenex,"Tenex File Box, Personal Filing Tote with Lid, Black",Consumer,Office Supplies,Storage,E,43229,columbus,state of ohio,United States
US-2023-161935-7972,7/14/2022,7/18/2022,John Lee,Samsung,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Consumer,Technology,Phones,E,43229,columbus,state of ohio,United States
US-2023-128951-7973,7/15/2022,7/17/2022,Ricardo Sperren,Hon,Hon 5100 Series Wood Tables,Corporate,Furniture,Tables,S,23434,suffolk,state of virginia,United States
US-2023-128951-7974,7/15/2022,7/17/2022,Ricardo Sperren,Belkin,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Corporate,Office Supplies,Appliances,S,23434,suffolk,state of virginia,United States
US-2023-128951-7975,7/15/2022,7/17/2022,Ricardo Sperren,Xerox,Xerox 1999,Corporate,Office Supplies,Paper,S,23434,suffolk,state of virginia,United States
US-2023-164378-7976,7/15/2022,7/18/2022,Michelle Moray,Hon,Hon Mobius Operator's Chair,Consumer,Furniture,Chairs,E,10024,new york city,state of new york,United States
US-2023-164378-7977,7/15/2022,7/18/2022,Michelle Moray,Newell,Newell 349,Consumer,Office Supplies,Art,E,10024,new york city,state of new york,United States
US-2023-164378-7978,7/15/2022,7/18/2022,Michelle Moray,Avery,Avery 509,Consumer,Office Supplies,Labels,E,10024,new york city,state of new york,United States
US-2023-164378-7979,7/15/2022,7/18/2022,Michelle Moray,Adams,Spiral Phone Message Books with Labels by Adams,Consumer,Office Supplies,Paper,E,10024,new york city,state of new york,United States
US-2023-164378-7980,7/15/2022,7/18/2022,Michelle Moray,Sony,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Consumer,Technology,Accessories,E,10024,new york city,state of new york,United States
US-2023-166142-7981,7/15/2022,7/19/2022,Magdelene Morse,Hon,Hon 2111 Invitation Series Straight Table,Consumer,Furniture,Tables,E,19805,wilmington,state of delaware,United States
US-2023-166142-7982,7/15/2022,7/19/2022,Magdelene Morse,GBC,GBC Standard Plastic Binding Systems Combs,Consumer,Office Supplies,Binders,E,19805,wilmington,state of delaware,United States
US-2023-109778-7983,7/16/2022,7/21/2022,Valerie Mitchum,Crayola,"Crayola Anti Dust Chalk, 12/Pack",Home Office,Office Supplies,Art,C,60098,woodstock,state of illinois,United States
US-2023-152842-7984,7/16/2022,7/23/2022,Natalie Fritzler,Global,"Global Fabric Manager's Chair, Dark Gray",Consumer,Furniture,Chairs,S,28205,charlotte,state of north carolina,United States
US-2023-156909-7985,7/16/2022,7/18/2022,Sandra Flanagan,Global,"Global Deluxe Stacking Chair, Gray",Consumer,Furniture,Chairs,E,19140,philadelphia,state of pennsylvania,United States
US-2023-105046-7986,7/17/2022,7/23/2022,Bill Eplett,DAX,DAX Solid Wood Frames,Home Office,Furniture,Furnishings,E,13440,rome,state of new york,United States
US-2023-105046-7987,7/17/2022,7/23/2022,Bill Eplett,Southworth,Southworth 25% Cotton Premium Laser Paper and Envelopes,Home Office,Office Supplies,Paper,E,13440,rome,state of new york,United States
US-2023-105046-7988,7/17/2022,7/23/2022,Bill Eplett,Avaya,Avaya 5420 Digital phone,Home Office,Technology,Phones,E,13440,rome,state of new york,United States
US-2023-126662-7989,7/17/2022,7/21/2022,Alejandro Ballentine,Brother,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Home Office,Technology,Copiers,W,90036,los angeles,state of california,United States
US-2023-139948-7990,7/17/2022,7/22/2022,Shaun Weien,C-Line,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Consumer,Furniture,Furnishings,S,33614,tampa,state of florida,United States
US-2023-142342-7991,7/17/2022,7/19/2022,Anthony Johnson,Atlantic,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Corporate,Furniture,Bookcases,W,92307,apple valley,state of california,United States
US-2023-142342-7992,7/17/2022,7/19/2022,Anthony Johnson,Peel & Seel,"Peel & Seel Recycled Catalog Envelopes, Brown",Corporate,Office Supplies,Envelopes,W,92307,apple valley,state of california,United States
US-2023-142342-7993,7/17/2022,7/19/2022,Anthony Johnson,Xerox,Xerox 221,Corporate,Office Supplies,Paper,W,92307,apple valley,state of california,United States
US-2023-142342-7994,7/17/2022,7/19/2022,Anthony Johnson,Sterilite,Sterilite Show Offs Storage Containers,Corporate,Office Supplies,Storage,W,92307,apple valley,state of california,United States
US-2023-142573-7995,7/18/2022,7/23/2022,Maris LaWare,Other,High-Back Leather Manager's Chair,Consumer,Furniture,Chairs,W,85023,phoenix,state of arizona,United States
US-2023-142573-7996,7/18/2022,7/23/2022,Maris LaWare,Global,"Global Fabric Manager's Chair, Dark Gray",Consumer,Furniture,Chairs,W,85023,phoenix,state of arizona,United States
US-2023-142573-7997,7/18/2022,7/23/2022,Maris LaWare,Chromcraft,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Consumer,Furniture,Tables,W,85023,phoenix,state of arizona,United States
US-2023-142573-7998,7/18/2022,7/23/2022,Maris LaWare,Acco,Acco Expandable Hanging Binders,Consumer,Office Supplies,Binders,W,85023,phoenix,state of arizona,United States
US-2023-142573-7999,7/18/2022,7/23/2022,Maris LaWare,Other,Riverleaf Stik-Withit Designer Note Cubes,Consumer,Office Supplies,Paper,W,85023,phoenix,state of arizona,United States
US-2023-165358-8000,7/18/2022,7/23/2022,Seth Vernon,Other,"Situations Contoured Folding Chairs, 4/Set",Consumer,Furniture,Chairs,E,19134,philadelphia,state of pennsylvania,United States
US-2023-165358-8001,7/18/2022,7/23/2022,Seth Vernon,Acme,Acme Kleencut Forged Steel Scissors,Consumer,Office Supplies,Supplies,E,19134,philadelphia,state of pennsylvania,United States
US-2023-165358-8002,7/18/2022,7/23/2022,Seth Vernon,Canon,Canon PC-428 Personal Copier,Consumer,Technology,Copiers,E,19134,philadelphia,state of pennsylvania,United States
US-2023-108343-8003,7/20/2022,7/25/2022,Anthony Rawles,Office Star,Office Star - Task Chair with Contemporary Loop Arms,Corporate,Furniture,Chairs,E,10009,new york city,state of new york,United States
US-2023-108343-8004,7/20/2022,7/25/2022,Anthony Rawles,Tenex,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Corporate,Furniture,Furnishings,E,10009,new york city,state of new york,United States
US-2023-108343-8005,7/20/2022,7/25/2022,Anthony Rawles,Xerox,Xerox 1977,Corporate,Office Supplies,Paper,E,10009,new york city,state of new york,United States
US-2023-118640-8006,7/20/2022,7/26/2022,Carlos Soltero,Other,"Contract Clock, 14"", Brown",Consumer,Furniture,Furnishings,C,60610,chicago,state of illinois,United States
US-2023-118640-8007,7/20/2022,7/26/2022,Carlos Soltero,Other,"Trav-L-File Heavy-Duty Shuttle II, Black",Consumer,Office Supplies,Storage,C,60610,chicago,state of illinois,United States
US-2023-122035-8008,7/20/2022,7/25/2022,Elizabeth Moffitt,Novimex,Novimex Fabric Task Chair,Corporate,Furniture,Chairs,C,57103,sioux falls,state of south dakota,United States
US-2023-122035-8009,7/20/2022,7/25/2022,Elizabeth Moffitt,Other,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Corporate,Office Supplies,Appliances,C,57103,sioux falls,state of south dakota,United States
US-2023-122035-8010,7/20/2022,7/25/2022,Elizabeth Moffitt,Avery,Avery Printable Repositionable Plastic Tabs,Corporate,Office Supplies,Binders,C,57103,sioux falls,state of south dakota,United States
US-2023-122035-8011,7/20/2022,7/25/2022,Elizabeth Moffitt,Cardinal,Cardinal Slant-D Ring Binders,Corporate,Office Supplies,Binders,C,57103,sioux falls,state of south dakota,United States
US-2023-122035-8012,7/20/2022,7/25/2022,Elizabeth Moffitt,Avery,Avery 486,Corporate,Office Supplies,Labels,C,57103,sioux falls,state of south dakota,United States
US-2023-122035-8013,7/20/2022,7/25/2022,Elizabeth Moffitt,Logitech,Logitech G35 7.1-Channel Surround Sound Headset,Corporate,Technology,Accessories,C,57103,sioux falls,state of south dakota,United States
US-2023-150497-8014,7/20/2022,7/24/2022,Suzanne McNair,Ibico,Ibico Ibimaster 300 Manual Binding System,Corporate,Office Supplies,Binders,C,55369,maple grove,state of minnesota,United States
US-2023-103478-8015,7/21/2022,7/24/2022,Kelly Lampkin,Avery,Avery Poly Binder Pockets,Corporate,Office Supplies,Binders,C,60505,aurora,state of illinois,United States
US-2023-103478-8016,7/21/2022,7/24/2022,Kelly Lampkin,Other,Catalog Binders with Expanding Posts,Corporate,Office Supplies,Binders,C,60505,aurora,state of illinois,United States
US-2023-104731-8017,7/21/2022,7/27/2022,Anne McFarland,Other,"Bush Westfield Collection Bookcases, Fully Assembled",Consumer,Furniture,Bookcases,S,24153,salem,state of virginia,United States
US-2023-104731-8018,7/21/2022,7/27/2022,Anne McFarland,Other,Regeneration Desk Collection,Consumer,Furniture,Furnishings,S,24153,salem,state of virginia,United States
US-2023-104731-8019,7/21/2022,7/27/2022,Anne McFarland,Berol,Berol Giant Pencil Sharpener,Consumer,Office Supplies,Art,S,24153,salem,state of virginia,United States
US-2023-104731-8020,7/21/2022,7/27/2022,Anne McFarland,Newell,Newell 35,Consumer,Office Supplies,Art,S,24153,salem,state of virginia,United States
US-2023-104731-8021,7/21/2022,7/27/2022,Anne McFarland,Cardinal,Cardinal Holdit Business Card Pockets,Consumer,Office Supplies,Binders,S,24153,salem,state of virginia,United States
US-2023-104731-8022,7/21/2022,7/27/2022,Anne McFarland,Premier,Premier Electric Letter Opener,Consumer,Office Supplies,Supplies,S,24153,salem,state of virginia,United States
US-2023-104731-8023,7/21/2022,7/27/2022,Anne McFarland,Nortel,Nortel Networks T7316 E Nt8 B27,Consumer,Technology,Phones,S,24153,salem,state of virginia,United States
US-2023-118724-8024,7/21/2022,7/25/2022,Anthony Rawles,Other,Nontoxic Chalk,Corporate,Office Supplies,Art,W,94521,concord,state of california,United States
US-2023-118724-8025,7/21/2022,7/25/2022,Anthony Rawles,Polycom,Polycom SoundPoint IP 450 VoIP phone,Corporate,Technology,Phones,W,94521,concord,state of california,United States
US-2023-123204-8026,7/21/2022,7/27/2022,Cari Schnelling,Eureka,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Consumer,Office Supplies,Appliances,E,10024,new york city,state of new york,United States
US-2023-123834-8027,7/21/2022,7/25/2022,Gene McClure,Hon,Hon 61000 Series Interactive Training Tables,Consumer,Furniture,Tables,C,78577,pharr,state of texas,United States
US-2023-127719-8028,7/21/2022,7/25/2022,Tamara Willingham,Xerox,Xerox 1993,Home Office,Office Supplies,Paper,E,7060,plainfield,state of new jersey,United States
US-2023-145093-8029,7/21/2022,7/26/2022,Pete Takahito,Wilson Jones,"Wilson Jones 1"" Hanging DublLock Ring Binders",Consumer,Office Supplies,Binders,C,60623,chicago,state of illinois,United States
US-2023-145429-8030,7/21/2022,7/25/2022,Shaun Weien,Hon,Hon Olson Stacker Stools,Consumer,Furniture,Chairs,W,92024,san diego,state of california,United States
US-2023-145429-8031,7/21/2022,7/25/2022,Shaun Weien,GBC,GBC Premium Transparent Covers with Diagonal Lined Pattern,Consumer,Office Supplies,Binders,W,92024,san diego,state of california,United States
US-2023-145429-8032,7/21/2022,7/25/2022,Shaun Weien,Wirebound,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Consumer,Office Supplies,Paper,W,92024,san diego,state of california,United States
US-2023-158505-8033,7/21/2022,7/21/2022,Sarah Foster,Boston,"BOSTON Ranger #55 Pencil Sharpener, Black",Consumer,Office Supplies,Art,W,84107,murray,state of utah,United States
US-2023-158505-8034,7/21/2022,7/21/2022,Sarah Foster,Other,PayAnywhere Card Reader,Consumer,Technology,Phones,W,84107,murray,state of utah,United States
US-2023-160465-8035,7/21/2022,7/26/2022,Sean Wendt,Other,Vinyl Sectional Post Binders,Home Office,Office Supplies,Binders,E,44105,cleveland,state of ohio,United States
US-2023-160465-8036,7/21/2022,7/26/2022,Sean Wendt,Other,Letter Size File,Home Office,Office Supplies,Storage,E,44105,cleveland,state of ohio,United States
US-2023-160465-8037,7/21/2022,7/26/2022,Sean Wendt,Other,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Home Office,Technology,Phones,E,44105,cleveland,state of ohio,United States
US-2023-106551-8038,7/22/2022,7/27/2022,Eric Barreto,Hon,Hon Every-Day Series Multi-Task Chairs,Consumer,Furniture,Chairs,C,60653,chicago,state of illinois,United States
US-2023-109750-8039,7/22/2022,7/28/2022,Fred Hopkins,Square,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Corporate,Technology,Phones,E,10009,new york city,state of new york,United States
US-2023-101721-8040,7/23/2022,7/27/2022,Maribeth Yedwab,Xerox,Xerox 1909,Corporate,Office Supplies,Paper,C,60623,chicago,state of illinois,United States
US-2023-103506-8041,7/23/2022,7/27/2022,Lisa Ryan,Avery,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Corporate,Office Supplies,Labels,E,11561,long beach,state of new york,United States
US-2023-110940-8042,7/23/2022,7/28/2022,Annie Zypern,Hunt,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Consumer,Office Supplies,Art,C,60090,wheeling,state of illinois,United States
US-2023-117240-8043,7/23/2022,7/28/2022,Christine Phan,Angle-D,Angle-D Ring Binders,Corporate,Office Supplies,Binders,E,10009,new york city,state of new york,United States
US-2023-118346-8044,7/23/2022,7/24/2022,Philisse Overcash,Logitech,Logitech G600 MMO Gaming Mouse,Home Office,Technology,Accessories,C,53142,kenosha,state of wisconsin,United States
US-2023-125367-8045,7/23/2022,7/30/2022,Nathan Mautz,Wilson Jones,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Home Office,Office Supplies,Binders,E,10011,new york city,state of new york,United States
US-2023-133718-8046,7/23/2022,7/26/2022,Tracy Blumstein,Cardinal,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Consumer,Office Supplies,Binders,W,90045,los angeles,state of california,United States
US-2023-133718-8047,7/23/2022,7/26/2022,Tracy Blumstein,Other,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Consumer,Office Supplies,Paper,W,90045,los angeles,state of california,United States
US-2023-169320-8048,7/23/2022,7/25/2022,Lena Hernandez,Quartet,"Quartet Omega Colored Chalk, 12/Pack",Consumer,Office Supplies,Art,C,46514,elkhart,state of indiana,United States
US-2023-169320-8049,7/23/2022,7/25/2022,Lena Hernandez,Memorex,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Consumer,Technology,Accessories,C,46514,elkhart,state of indiana,United States
US-2023-135013-8050,7/24/2022,7/24/2022,Harold Ryan,Hewlett-Packard,Hewlett Packard LaserJet 3310 Copier,Corporate,Technology,Copiers,W,92646,huntington beach,state of california,United States
US-2023-121293-8051,7/25/2022,7/28/2022,John Castell,Eldon,Eldon 200 Class Desk Accessories,Consumer,Furniture,Furnishings,E,19143,philadelphia,state of pennsylvania,United States
US-2023-121293-8052,7/25/2022,7/28/2022,John Castell,Bush,"Bush Cubix Conference Tables, Fully Assembled",Consumer,Furniture,Tables,E,19143,philadelphia,state of pennsylvania,United States
US-2023-121293-8053,7/25/2022,7/28/2022,John Castell,Xerox,Xerox 216,Consumer,Office Supplies,Paper,E,19143,philadelphia,state of pennsylvania,United States
US-2023-121293-8054,7/25/2022,7/28/2022,John Castell,Fellowes,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Consumer,Office Supplies,Storage,E,19143,philadelphia,state of pennsylvania,United States
US-2023-121293-8055,7/25/2022,7/28/2022,John Castell,Acme,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Consumer,Office Supplies,Supplies,E,19143,philadelphia,state of pennsylvania,United States
US-2023-125640-8056,7/25/2022,7/29/2022,Dorothy Dickinson,Avery,Avery 491,Consumer,Office Supplies,Labels,E,19134,philadelphia,state of pennsylvania,United States
US-2023-167549-8057,7/25/2022,7/27/2022,Evan Minnotte,SAFCO,Safco Drafting Table,Home Office,Furniture,Tables,C,75217,dallas,state of texas,United States
US-2023-169810-8058,7/25/2022,7/31/2022,Raymond Buch,Avery,Avery 498,Consumer,Office Supplies,Labels,C,57103,sioux falls,state of south dakota,United States
US-2023-167318-8059,7/26/2022,8/1/2022,George Zrebassa,Global,"Global Airflow Leather Mesh Back Chair, Black",Corporate,Furniture,Chairs,W,90036,los angeles,state of california,United States
US-2023-167318-8060,7/26/2022,8/1/2022,George Zrebassa,Logitech,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Corporate,Technology,Accessories,W,90036,los angeles,state of california,United States
US-2023-107209-8061,7/27/2022,8/1/2022,Joni Wasserman,Global,"Global Value Mid-Back Manager's Chair, Gray",Consumer,Furniture,Chairs,S,27604,raleigh,state of north carolina,United States
US-2023-108791-8062,7/27/2022,7/31/2022,Tony Molinari,Tensor,Tensor Computer Mounted Lamp,Consumer,Furniture,Furnishings,E,10701,yonkers,state of new york,United States
US-2023-108791-8063,7/27/2022,7/31/2022,Tony Molinari,Nortel,Nortel Networks T7316 E Nt8 B27,Consumer,Technology,Phones,E,10701,yonkers,state of new york,United States
US-2023-123239-8064,7/27/2022,7/31/2022,Mike Gockenbach,Eldon,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Consumer,Furniture,Furnishings,S,32216,jacksonville,state of florida,United States
US-2023-133046-8065,7/27/2022,8/1/2022,Dennis Kane,Staple-based wall hangings,Staple-based wall hangings,Consumer,Furniture,Furnishings,W,98115,seattle,state of washington,United States
US-2023-133046-8066,7/27/2022,8/1/2022,Dennis Kane,Xerox,Xerox 227,Consumer,Office Supplies,Paper,W,98115,seattle,state of washington,United States
US-2023-133046-8067,7/27/2022,8/1/2022,Dennis Kane,Message Book,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Consumer,Office Supplies,Paper,W,98115,seattle,state of washington,United States
US-2023-133046-8068,7/27/2022,8/1/2022,Dennis Kane,Sony,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Consumer,Technology,Accessories,W,98115,seattle,state of washington,United States
US-2023-130841-8069,7/28/2022,8/1/2022,Matt Hagelstein,Other,Zipper Ring Binder Pockets,Corporate,Office Supplies,Binders,W,94110,san francisco,state of california,United States
US-2023-130841-8070,7/28/2022,8/1/2022,Matt Hagelstein,Other,Super Decoflex Portable Personal File,Corporate,Office Supplies,Storage,W,94110,san francisco,state of california,United States
US-2023-130841-8071,7/28/2022,8/1/2022,Matt Hagelstein,Other,Wilson Electronics DB Pro Signal Booster,Corporate,Technology,Phones,W,94110,san francisco,state of california,United States
US-2023-101483-8072,7/29/2022,8/1/2022,Anna Gayman,Holmes,Holmes HEPA Air Purifier,Consumer,Office Supplies,Appliances,S,28540,jacksonville,state of north carolina,United States
US-2023-101483-8073,7/29/2022,8/1/2022,Anna Gayman,Newell,Newell 322,Consumer,Office Supplies,Art,S,28540,jacksonville,state of north carolina,United States
US-2023-101483-8074,7/29/2022,8/1/2022,Anna Gayman,Samsung,Samsung Replacement EH64AVFWE Premium Headset,Consumer,Technology,Phones,S,28540,jacksonville,state of north carolina,United States
